BK01,20,N
BK02,20,N
BK03,20,N
BK04,30,N
BK05,30,N
BK06,30,N
BK07,30,N
BK08,30,N
BK09,30,N
BK10,30,N
BK11,30,N
BK12,30,N
BK13,30,N
BK14,30,N
BK15,30,N
BK20,40,N
BK21,40,N
BK22,40,N
BK23,40,N
BK24,40,N
BK25,40,N
BK26,40,N
BK27,40,N
BK28,30,N
BK29,30,N
BK30,30,N
BK31,30,N
BK32,30,N
BK33,30,N
M03,30,Y
M04,30,Y
M05,30,Y
M06,30,y
M07,30,y
M09,30,Y
M10,30,Y
M11,30,Y
M14,50,Y
M15,50,Y
M17,30,Y
M18,30,Y
M19,30,Y
M20,30,Y
TH01,30,N
TH02,30,N
TH03,30,N
TH04,30,N
TH05,30,N
TH06,30,N
